escola;genero;ano;enredo;letra
Rosas de Ouro;Samba-Enredo;2007;;"Eu vou cantar e alertar. Hoje a mãe terra é carnaval. Inspiração para os meus versos. Fonte de energia natural..
Concebida pelo criador. No universo a explosão. Clareando o firmamento. Surge o planeta na imensidão.. Das águas nasce o milagre da vida,. Nas formas toda sua evolução. Do céu, lá do céu, o amor fecunda o seu chão,. Oh mãe terra generosa. Tu és alimento e proteção.. Do oriente ao ocidente foi preciso navegar. Para um mundo desvendar.. Conquistando o espaço. Vi que a terra é azul... azul celestial. Contemplei sua beleza. Descobri um paraíso divinal..
Porém como simples mortal. Lutarei contra o mau, chega de destruição,. Preservar sua essência. Reciclar a conciência, contra a devastação,. Brasil, das verdes matas e florestas. A esperança é o que nos resta. O pulmão do mundo é você. Ouça o clamor da rosas de ouro. Que cada um consiga o seu quinhão. Somos filhos do teu chão.."
Rosas de Ouro;Samba-Enredo;2008;;"Divinos são os anjos guardiões. Que ao som dos seus arautos anunciam.
O bailar dos odores, essência das flores. Perfumando as sagradas escritas.
Ao céu, subi em forma de oração. Seduzi as antigas civilizações. Cruzei, as terras sagradas. Ao fim de uma grande jornada. No velho mundo cheguei. E toda nobreza fascinei.
Perfume de Rosas no ar. Paixão que faz sonhar. É Rosaessência um Q de Magia. Alquimia.
Cidade luz dos corações apaixonados. Que me conduz. A cura para os condenados....de amor. No meu Brasil. Fui capricho da coroa imperial. E hoje nesse Carnaval. Sei que o meu futuro é aqui. Nesse chão meu aroma contagia. E ao som da minha bateria. Vou conquistar você.
Girando vai a baiana. Me faz delirar (Ô Iaiá ). Sou Rosas de Ouro. Eterno aroma. O nosso show vai começar."
Rosas de Ouro;Samba-Enredo;2016;;"Eu vou tatuar no meu coração. Pra vida inteira. És meu amor. Eterno como o tempo, Roseira.
A mão marcou na pedra essa história. Nascia a primeira cicatriz. Exposta na pele como troféu. Esculpida em rituais. Orgulho na alma do guerreiro. Essa herança dos tribais. Por muito tempo, a religião proibiu. O som do tatau, no ocidente, evoluiu. Marcando novas gerações. Rebelde em seu jeito de ser. Na velocidade da luz. A muitos seduz, vem ver.
Salve o marinheiro, vem arte do mar. Em chão brasileiro, canta o sabiá. Floresceu paz e amor num fino traço. Dragão tatuado no braço.
Vem ser criança e brincar. No seu corpo desenhar. A fé que traz a esperança. Saudades, paixões e lembranças. Em formas radicais. Em notas musicais, vai além. Entre as grades, nasce a flor também. E a nação azul e rosa vai passar. Riscando o chão da passarela, a cantar. Minha segunda pele é meu pavilhão. Orgulho estampado com ostentação."
Rosas de Ouro;Samba-Enredo;2018;;"Lá vou eu (eu vou), nas curvas desse meu Brasil. Levando na boleia a flor. Razão do meu viver, vou te emocionar. Quando a Roseira passar.
Canta o galo ao despertar, chegou a hora. Adeus, já vou me despedir, amor não chora. Cada retrato que carrego no painel. Traz a saudade que deixei pela distância. Ôô ôô meu São Cristóvão suas mãos vão me guiar. Ôô ôô Virgem Maria venha nos abençoar. E no volante o vento sopra o meu rosto. Feito um amante que ameniza a minha dor. Eu levo sonhos do asfalto para o campo. O horizonte de um futuro promissor.
Vem ver a poeira levantar. Nos caminhos desse chão, meu irmão. Pé na estrada, vamos juntos por aí. Pisa fundo que o destino é logo ali.
Cai a noite, o corpo padece. A lua seduz a razão. Olho no espelho, vejo a dama de vermelho. Tantos perigos nas caronas da ilusão. Sigo adiante, mesmo tão distante. Carrego na bagagem a herança. Tantas prosas vivi (ô vivi). Lindas Rosas eu colhi. Eta povo festeiro, chora viola. Somos heróis a desbravar esse mundão. Amor, abre a porta preu entrar.
Chame as crianças, tô de volta ao nosso lar."
Rosas de Ouro;Samba-Enredo;2019;;"[Enredo: Viva Hayastan.
Tem que respeitar a minha identidade. Roseira é felicidade. A esperança de um novo amanhã. Viva Hayastan!.
Tem que respeitar a minha identidade. Roseira é felicidade. A esperança de um novo amanhã. Viva Hayastan!.
Ganhei o mundo. O destino escolheu assim. O sentimento mais profundo. Está guardado em mim. Tu és o Sol que faz brilhar o meu sorriso. Reflete o esplendor do paraíso. Símbolo de força e coragem. Deus levou todo pecado em suas águas. Berço de guerreiros fascinantes. Onde a vida teve outra chance.
A fé que ilumina o meu caminhar. Fez o povo acreditar. Mudou a história, foi preciso seguir. Vencer batalhas, não desistir.
A fé que ilumina o meu caminhar. Fez o povo acreditar. Mudou a história, foi preciso seguir. Vencer batalhas, não desistir.
Palavras bordadas no tempo. Revelam o amor que eu sinto por ti. Orgulho estampado no peito. Que hoje reluz e floresce aqui. Teus filhos te abraçam, oh mãe soberana. Somos herança da tua raiz. A arte que corre nas veias faz nossa gente feliz. A Rosas ergue a bandeira da superação. E canta Armênia nesse carnaval. Celebrando a união."
Rosas de Ouro da Serra;Samba-Enredo;2019;;"Quem será o herói que irá nos salvar?. Será que ele existe? Quero acreditar!. Rosas de Ouro vem clamar dignidade. Pisa forte no Sambão Comunidade!.
Abrem-se os portais da história. Um passado de glória a se revelar. Na China de riquezas e sabedoria milenar. Sob as ordens do imperador. Se lança ao mar o desbravador. Um novo mundo a se descobrir. Guiado pelas águas de Mazu. Aos olhos de seres do infinito azul. Tormentas que não parecem ter fim. À caminho do solo tupiniquim.
Só o nativo viu quem nos descobriu. Quando essa terra não era Brasil. A relíquia levou na embarcação. Abriu caminhos pra enganação.
E assim o tempo passou. O europeu aqui desembarcou. Surrupiaram o índio na cara de pau. Cabral roubou Vera Cruz de Hong Bao. Seguiu-se a devastação. Piratas de terno e gravata. Assaltando a esperança da nossa nação. Despertai os filhos dessa pátria tão gentil. Que hoje chora. Vamos à luta a hora é agora!."
Sabiá;Samba-Enredo;2019;;"Oni saurê, axé, babá. A vila canta por igualdade. Peço a paz à oxalá. É o clamor da Sabiá.
Epa babá!. Pairava o Deus supremo na imensidão. Olodumarê confiou a missão. Das águas emana a luz. Num sopro de vida, do barro a criação. Eldorado de rara beleza. Aos orixás, a realeza. Em busca do reino de oyó. No seio de nanã. Caminhou na terra de obaluaê. E a armadilha de exú o aprisionou. Marafo, carvão e dendê.
Katendê nas matas de oxóssi caçador. Oyá, ventos de liberdade vão soprar. Kawô trovejou justiça do meu pai xangô.
É festa em manto branco, glória ao soberano. Reluz o arco-íris do perdão. A grande aliança vem do ifá. Água no mar de Iemanjá. Ê, água cristalinas de oxum. Água pra perfumar, purificar. Bate tambor, alabê, firma toque no ijexá. Tem sabedoria griôt no que preto véio falou. Benjoim, alecrim e alfazema. Ao defumar me abençoou."
Salgueiro;Samba-Enredo;1954;;"Salgueiro - Samba-Enredo 1954 . Abelardo Silva, Duduca e Ernesto José Aguiar  . ROMARIA À BAHIA.
Festa amada e adorada . Abençoada pelo Senhor do Bonfim . Ouvia-se o cateretê, . Cantavam porque . Esta festa tornou-se assim . Carnaval, fantasia . Lindas festas, de romaria . Apresentamos o que acontece na Bahia. . Lá-rá-lá-lá-rá-lá-lá-rá-lá . Lá-rá-lá-lá-rá-lá-lá-rá-lá . Lá-rá-lá-lá-lá-rá-lá-rá-lá-rá . Ô, ô, Bahia . É a terra do coco . E da boa baiana do acarajé! . Ô, ô, ô, Bahia, . É a terra do samba . E de gente bamba . E do candomblé. . Bahia, Bahia, . Orgulho desta nossa melodia. . Desde o tempo do Imperador . Que esta festa se glorificou, . A maior que ainda existe . Até hoje na Bahia. . Por isso, em nosso enredo de carnaval . Prestamos esta homenagem . À terra santa da São Salvador. . Vejam, nossas baianas . Cantam assim: . Salve a Bahia . E o Senhor do Bonfim.."
Salgueiro;Samba-Enredo;1955;;"Salgueiro - Samba-Enredo 1955 . Bala, Duduca e José Ernesto Aguiar  . EPOPÉIA DO SAMBA.
Exaltando . A vitória do samba em nosso Brasil, . Recordamos . O passado de infortúnio, quando o qual surgiu . Porque não queriam chegar à razão, . Eliminar um produto genuíno de nossa nação. . Foi para a felicidade do sambista . Que se interessou pelo nosso samba . O eminente Doutor Pedro Ernesto Batista, . Que hoje se encontra no reino da glória, . Mas deixou na terra . Portas abertas para o caminho da vitória. . Ô-ô-ô-ô-ô-ô-ô-ô-ô . A epopéia do samba chegou. . Foi em nossa antiga Praça Onze . Que os sambistas de fibras . Lutaram para vencer, . Uniram Salgueiro, Mangueira, . Portela, Favela, Estácio de Sá, . Resolveram resistir . Até a vitória chegar. . Hoje o nosso samba é feliz, . Em qualquer parte do mundo . Nós podemos cantar, . Lá-lá-iá, lá-iá, lá-iá, lá-iá, . Contra o samba ninguém lutará."
Salgueiro;Samba-Enredo;1956;;"Salgueiro - Samba-Enredo 1956 . Djalma Sabiá, Eden Silva (Caxiné) e Nilo Moreira  . BRASIL, FONTE DAS ARTES.
És Brasil, fonte das artes, . Cheio de riquezas mil, . E os nossos selvagens . Já se faziam notar, . Depois veio a civilização, . As academias dando nova formação . À filosofia rudimentar. . Hoje temos obras de talento . Que vêm de longínquas eras, . Temos artes antigas e modernas. . Brasil, Brasil, Brasil, . Fonte das musas, és tu, Brasil, . O sonho, a glória e a vida, . Tesouro das artes reunidas. . Exaltamos nossos mestres brasileiros, . Que até por outros mestres estrangeiros . Foram invejados, com apoteoses laureados, . Tiveram exaltado seu valor . Imitado no produto do seu labor. . Brasil, Brasil, Brasil, . Fonte das musas, és tu, Brasil, . O sonho, a glória, a vida, . Tesouro das artes reunidas.."
Salgueiro;Samba-Enredo;1957;;"Salgueiro - Samba-Enredo 1957 . Djalma Sabiá e Amado Régis  . NAVIO NEGREIRO.
Apresentamos . Páginas e memórias . Que deram louvor e glórias . Ao altruísta e defensor . Tenaz da gente de cor . Castro Alves, que também se inspirou . E em versos retratou . O navio onde os negros . Amontoados e acorrentados . Em cativeiro no porão da embarcação, . Com a alma em farrapo de tanto mau trato, . Vinham para a escravidão. . Ô-ô-ô-ô-ô. . No navio negreiro . O negro veio pro cativeiro. . Finalmente uma lei . O tráfico aboliu, . Vieram outras leis, . E a escravidão extinguiu, . A liberdade surgiu . Como o poeta previu. . Ô-ô-ô-ô-ô. . Acabou-se o navio negreiro, . Não há mais cativeiro. . (Apresentamos)."
Salgueiro;Samba-Enredo;1958;;"Salgueiro - Samba-Enredo 1958 . Djalma Sabiá, Carivaldo da Mota e Graciano Campos  . EXALTAÇÃO AS FUZILEIROS NAVAIS.
Já vens exaltando em teu seio . Há um século e meio . O auriverde pendão do Brasil. . Ajudaste a Nação a crescer, . Dela hás de ser . Sentinela varonil, . Por ela nunca fracassaste jamais . E temo um exemplo em cada dia . Em teu garbo e valentia, . Corpo de Fuzileiros Navais, . Tua força pioneira . Da Marinha Brasileira. . Lá-rá-lá-rá-lá-rá-lá-lá-rá. Lá-rá-lá-lá-lá-lá-rá-lá-rá. Lá-rá-lá-rá-rá-lá-rá . E por isto neste aniversário . Te felicitamos, . Homenagem aos teus bravos prestamos . Na tomada de Sebastopol, E por ato de heroísmo sem. escola. No coração do Brasil repousa . O nome imortal do Sargento Cosme de Souza."
Salgueiro;Samba-Enredo;1959;;"Salgueiro - Samba-Enredo 1959 . Djalma Sabiá e Duduca  . VIAGEM PITORESCA E HISTÓRICA AO BRASIL.
Obras de vulto e encantos mil . Legou Debret . Às nossas belas-artes, ao Brasil. . Pintou . Com genial saber, . Para sua era reviver! . Foi na verdade um grande artista, . Primaz documentarista . Do Brasil colonial, . Tendo alcançado a galeria imortal. . Retratou nativas maravilhas e coisas mil, . Série de acontecimentos nacionais, . Viajando através do Brasil... . Seu patrimônio histórico . Hoje nos traz . O tempo imperial, revelando o valor do pintor . Que exaltou a nossa vida nacional. . Lá-lá-lá-lá-lá-lá."
Salgueiro;Samba-Enredo;1960;;"Salgueiro - Samba-Enredo 1960 . Noel Rosa de Oliveira e Anescar Rodrigues  . QUILOMBO DOS PALMARES.
No tempo em que o Brasil ainda era . Um simples país colonial, . Pernambuco foi palco da história . Que apresentamos neste carnaval. . Com a invasão dos holandeses . Os escravos fugiram da opressão . E do julgo dos portugueses. . Esses revoltosos . Ansiosos pela liberdade . Nos arraiais dos Palmares . Buscavam a tranqüilidade. . Ô-ô-ô-ô-ô-ô . Ô-ô, ô-ô, ô-ô. . Surgiu nessa história um protetor. . Zumbi, o divino imperador, . Resistiu com seus guerreiros em sua tróia, . Muitos anos, ao furor dos opressores, . Ao qual os negros refugiados . Rendiam respeito e louvor. . Quarenta e oito anos depois . De luta e glória, . Terminou o conflito dos Palmares, . E lá no alto da serra, . Contemplando a sua terra, . Viu em chamas a sua tróia, . E num lance impressionante . Zumbi no seu orgulho se precipitou . Lá do alto da Serra do Gigante. . Meu maracatu. É da coroa imperial.. É de Pernambuco,. Ele é da casa real.."
Salgueiro;Samba-Enredo;1961;;"Salgueiro - Samba-Enredo 1961 . Juca, Duduca e Bala  . VIDA E OBRA DE ALEIJADINHO.
Foi genial, . Realizou . Maravilhas sem igual. E de real valor, . Incomparável na escultura nacional, . Empolgando o nosso Brasil colonial. . Ô-ô-ô-ô-ô-ô-ô-ô-ô-ô-ô . Antônio Francisco Lisboa, . Aleijadinho, . O imortal, . Ultrapassou a sua dor . Com a arte escultural. . Foi o marco inicial da escultura nacional . Projetando o Brasil . No conceito mundial. . Este grande brasileiro, . De rude formação, . Legou ao Brasil e ao mundo inteiro . O barroco brasileiro, . Nas cidades de Congonhas, Vila Rica, Sabará . E outras mais. . Lá-lá-lá-lá, lá-lá-lá-lá, lá-lá-lá . Revivemos a época . Deste filho de Minas Gerais."
Salgueiro;Samba-Enredo;1962;;"Salgueiro - Samba-Enredo 1962 . Geraldo Babão  . O DESCOBRIMENTO DO BRASIL.
É lindo recordar . A nossa história com seus trechos importantes, . Assim como o Descobrimento . do nosso torrão gigante. . No dia nove de março do ano de 1500, . Deixaram o cais do Tejo em Portugal . Treze caravelas . Comandadas por Pedro Álvares Cabral. . Após navegar vários dias, . Afastando-se da costa, . Evitando as calmarias, . Finalmente, no dia 22 de abril, . Pedro Álvares Cabral descobriu . A nossa Pátria Idolatrada . Dando o nome de Ilha de Vera Cruz, . Depois Terra de Santa Cruz. . Lá-rá, lá-rá, lá-rá-lá-rá, lá-rá, lá-rá, lá-rá,. lá-rá-lá . Lá, lá-rá, lá, lá-rá, lá-rá, lá, rá-lá, rá-lá, lá-rá,. lá, rá. . Trazia Cabral em sua frota . Homens de conhecimento, . Entre eles destacamos Pero Vaz de Caminha, . Que foi um grande talento. . E o diário de viagem, ele mesmo escreveu, . O autor da carta histórica . Que o mundo inteiro conheceu. . Quanta beleza se encerra . Nesta linda terra de encantos mil, . Recordamos mais um trecho de glória . Da História do Brasil.."
Salgueiro;Samba-Enredo;1963;;"Salgueiro - Samba-Enredo 1963 . Noel Rosa de Oliveira e Anescarzinho  . XICA DA SILVA.
Apesar . De não possuir grande beleza . Xica da Silva . Surgiu no seio . Da mais alta nobreza. . O contratador . João Fernandes de Oliveira . A comprou . Para ser a sua companheira. . E a mulata que era escrava . Sentiu forte transformação, . Trocando o gemido da senzala . Pela fidalguia do salão. . Com a influência e o poder do seu amor, . Que superou . A barreira da cor, . Francisca da Silva . Do cativeiro zombou ôôôôô . ôôô, ôô, ôô. . No Arraial do Tijuco, . Lá no Estado de Minas, . Hoje lendária cidade, . Seu lindo nome é Diamantina, . Onde nasceu a Xica que manda, . Deslumbrando a sociedade, . Com o orgulho e o capricho da mulata, . Importante, majestosa e invejada. . Para que a vida lhe tornasse mais bela, . João Fernandes de Oliveira . Mandou construir . Um vasto lago e uma belíssima galera . E uma riquíssima liteira . Para conduzi-la . Quando ela ia assistir . À missa na capela."
